species,taxid,accession,hit_subject,identity,query_coverage,alignment_length,e_value,bitscore
Macrosiphum sp. BOLD-2016,1889697,KR576963,"Macrosiphum sp. BOLD-2016 voucher BIOUG09127-A05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.973,0.923,551,0.0,513.0
Macrosiphum sp. BOLD-2016,1889697,KR568570,"Macrosiphum sp. BOLD-2016 voucher BIOUG16025-C08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.973,0.923,551,0.0,513.0
Macrosiphum sp. BOLD-2016,1889697,KR566822,"Macrosiphum sp. BOLD-2016 voucher BIOUG05090-A01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.973,0.923,551,0.0,513.0
Macrosiphum sp. BOLD-2016,1889697,KR583060,"Macrosiphum sp. BOLD-2016 voucher BIOUG09175-D10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.973,0.92,549,0.0,511.0
Macrosiphum sp. BOLD-2016,1889697,KR563083,"Macrosiphum sp. BOLD-2016 voucher BIOUG05152-A05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.973,0.92,549,0.0,511.0
Macrosiphum valerianae,1304392,KU567850,"Macrosiphum valerianae voucher BIOUG07984-E10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.973,0.918,548,0.0,510.0
Macrosiphum sp. BOLD-2016,1889697,KR577762,"Macrosiphum sp. BOLD-2016 voucher BIOUG05100-A12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.973,0.918,548,0.0,510.0
Macrosiphum cholodkovskyi,994498,KR029965,"Macrosiphum cholodkovskyi cytochrome c oxidase subunit 1 (CO1) gene, partial cds; mitochondrial",0.973,0.913,545,0.0,508.0
Macrosiphum hellebori,384672,KR029962,"Macrosiphum hellebori cytochrome c oxidase subunit 1 (CO1) gene, partial cds; mitochondrial",0.973,0.913,545,0.0,508.0
Macrosiphum valerianae,1304392,KR031566,"Macrosiphum valerianae voucher 07PROBE-06673 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum valerianae,1304392,KR043726,"Macrosiphum valerianae voucher 07PROBE-06672 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum euphorbiae,13131,JF883548,"Macrosiphum euphorbiae voucher CNC#HEM070251 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum sp. RFBAE016-09,2553822,GU668156,"Macrosiphum sp. RFBAE016-09 voucher CNC#HEM062561 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum impatientis,527750,EU701731,"Macrosiphum impatientis voucher CNC#HEM049306 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum valerianae,1304392,KR031932,"Macrosiphum valerianae voucher CNC#HEM057350 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum valerianae,1304392,KC502581,"Macrosiphum valerianae voucher CCDB-08110-E07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum valerianae,1304392,HQ961729,Macrosiphum valerianae voucher BIOUG<CAN,0.972,1.0,597,0.0,554.0
Macrosiphum euphorbiae,13131,JF883800,"Macrosiphum euphorbiae voucher CNC#HEM070271 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum sp. RFBAE447-09,2553824,GU668347,"Macrosiphum sp. RFBAE447-09 voucher CNC#HEM063457 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum sp. BIOUG26722-H06,2180653,MF829503,"Macrosiphum sp. BIOUG26722-H06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum albifrons,330458,NC_063971,"Macrosiphum albifrons mitochondrion, complete genome",0.972,1.0,597,0.0,554.0
Macrosiphum euphorbiae,13131,KF639487,"Macrosiphum euphorbiae voucher INRA CBGP ACOE838/chasses838-ACDA cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum albifrons,330458,HM416712,"Macrosiphum albifrons voucher CNC#HEM064255 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum albifrons,330458,EU701721,"Macrosiphum albifrons voucher CNC#HEM015401 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum zionense,1863059,KR567786,"Macrosiphum zionense voucher 10BBCHEM-0396 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum sp. BOLD-2016,1889697,KR572374,"Macrosiphum sp. BOLD-2016 voucher BIOUG09177-B05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,1.0,597,0.0,554.0
Macrosiphum albifrons,330458,KX631510,"Macrosiphum albifrons cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial",0.972,0.998,596,0.0,553.0
Macrosiphum sp. BOLD-2016,1889697,KR561590,"Macrosiphum sp. BOLD-2016 voucher BIOUG05152-E01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.966,577,0.0,537.0
Macrosiphum sp. BOLD-2016,1889697,KR564398,"Macrosiphum sp. BOLD-2016 voucher BIOUG07501-H05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.961,574,0.0,533.0
Macrosiphum sp. BIOUG26183-E01,2180643,MF835506,"Macrosiphum sp. BIOUG26183-E01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.961,574,0.0,533.0
Macrosiphum sp. BOLD-2016,1889697,KR567953,"Macrosiphum sp. BOLD-2016 voucher BIOUG06252-F08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.961,574,0.0,532.0
Macrosiphum sp. BOLD-2016,1889697,KR574427,"Macrosiphum sp. BOLD-2016 voucher BIOUG04445-A04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.958,572,0.0,530.0
Macrosiphum sp. BOLD-2016,1889697,KR578767,"Macrosiphum sp. BOLD-2016 voucher BIOUG05445-C11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.953,569,0.0,528.0
Macrosiphum sp. BOLD-2016,1889697,KR564158,"Macrosiphum sp. BOLD-2016 voucher BIOUG07601-B01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.953,569,0.0,528.0
Macrosiphum sp. BOLD-2016,1889697,KR576967,"Macrosiphum sp. BOLD-2016 voucher BIOUG06688-C01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.951,568,0.0,526.0
Macrosiphum sp. BOLD-2016,1889697,KR562925,"Macrosiphum sp. BOLD-2016 voucher BIOUG05821-F09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.943,563,0.0,522.0
Macrosiphum euphorbiae,13131,KU567769,"Macrosiphum euphorbiae voucher BIOUG07985-D09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.943,563,0.0,522.0
Macrosiphum sp. BOLD-2016,1889697,KR568798,"Macrosiphum sp. BOLD-2016 voucher BIOUG06245-C11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.943,563,0.0,521.0
Macrosiphum sp. BOLD-2016,1889697,KR567424,"Macrosiphum sp. BOLD-2016 voucher BIOUG04445-A12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.943,563,0.0,521.0
Macrosiphum zionense,1863059,KR562006,"Macrosiphum zionense voucher BIOUG09237-A06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.913,545,0.0,507.0
Macrosiphum sp. BOLD-2016,1889697,KR575582,"Macrosiphum sp. BOLD-2016 voucher BIOUG09179-D12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.911,544,0.0,506.0
Macrosiphum sp. BOLD-2016,1889697,KR569966,"Macrosiphum sp. BOLD-2016 voucher BIOUG09179-B12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.903,539,0.0,504.0
Macrosiphum sp. BOLD-2016,1889697,KR570335,"Macrosiphum sp. BOLD-2016 voucher BIOUG09177-A09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.906,541,0.0,503.0
Macrosiphum euphorbiae,13131,KU567701,"Macrosiphum euphorbiae voucher BIOUG07983-F08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.903,539,0.0,503.0
Macrosiphum sp. BOLD-2016,1889697,KR574362,"Macrosiphum sp. BOLD-2016 voucher BIOUG09174-F08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.906,541,0.0,503.0
Macrosiphum zionense,1863059,KR562656,"Macrosiphum zionense voucher BIOUG09237-D08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.906,541,0.0,503.0
Macrosiphum sp. BOLD-2016,1889697,KR576511,"Macrosiphum sp. BOLD-2016 voucher BIOUG09177-G07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.903,539,0.0,501.0
Macrosiphum sp. BOLD-2016,1889697,KR576831,"Macrosiphum sp. BOLD-2016 voucher BIOUG09208-D03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.903,539,0.0,501.0
Macrosiphum euphorbiae,13131,KU567726,"Macrosiphum euphorbiae voucher BIOUG07985-H03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.903,539,0.0,501.0
Macrosiphum sp. BOLD-2016,1889697,KR566097,"Macrosiphum sp. BOLD-2016 voucher BIOUG05091-D11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.903,539,0.0,501.0
Macrosiphum sp. BOLD-2016,1889697,KR570457,"Macrosiphum sp. BOLD-2016 voucher BIOUG16068-D10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.903,539,0.0,501.0
Macrosiphum sp. BIOUG21576-E06,2180618,MF834126,"Macrosiphum sp. BIOUG21576-E06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.903,539,0.0,501.0
Macrosiphum sp. BIOUG26183-C12,2180641,MF828765,"Macrosiphum sp. BIOUG26183-C12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.903,539,0.0,501.0
Macrosiphum sp. BIOUG23640-C03,2180631,MF833312,"Macrosiphum sp. BIOUG23640-C03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.903,539,0.0,501.0
Macrosiphum zionense,1863059,KR564917,"Macrosiphum zionense voucher BIOUG09237-B02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.972,0.901,538,0.0,500.0
Macrosiphum sp. BIOUG09236-G08,2473004,MG507968,"Macrosiphum sp. BIOUG09236-G08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.993,593,0.0,555.0
Macrosiphum valerianae,1304392,HQ961731,Macrosiphum valerianae voucher BIOUG<CAN,0.971,0.997,595,0.0,552.0
Macrosiphum sp. BOLD-2016,1889697,KR571451,"Macrosiphum sp. BOLD-2016 voucher BIOUG07501-D12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.997,595,0.0,552.0
Macrosiphum sp. BOLD-2016,1889697,KR560243,"Macrosiphum sp. BOLD-2016 voucher BIOUG09177-A12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.993,593,0.0,550.0
Macrosiphum valerianae,1304392,KR037709,"Macrosiphum valerianae voucher CNC#HEM057312 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.993,593,0.0,550.0
Macrosiphum sp. BOLD-2016,1889697,KR583134,"Macrosiphum sp. BOLD-2016 voucher BIOUG09179-A08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.987,589,0.0,546.0
Macrosiphum sp. BOLD-2016,1889697,KR581005,"Macrosiphum sp. BOLD-2016 voucher BIOUG08884-B09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.983,587,0.0,544.0
Macrosiphum albifrons,330458,ON928999,"Macrosiphum albifrons cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.971,0.982,586,0.0,543.0
Macrosiphum euphorbiae,13131,MH821973,"Macrosiphum euphorbiae voucher HLshujia446 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.971,0.938,560,0.0,520.0
Macrosiphum euphorbiae,13131,KR036947,"Macrosiphum euphorbiae voucher BIOUG09237-E10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.931,556,0.0,517.0
Macrosiphum sp. BOLD-2016,1889697,KR562019,"Macrosiphum sp. BOLD-2016 voucher BIOUG09175-G09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.935,558,0.0,517.0
Macrosiphum sp. BOLD-2016,1889697,KR568558,"Macrosiphum sp. BOLD-2016 voucher BIOUG09179-F08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.93,555,0.0,514.0
Macrosiphum sp. BOLD-2016,1889697,KR572280,"Macrosiphum sp. BOLD-2016 voucher BIOUG09236-C11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.93,555,0.0,514.0
Macrosiphum sp. BOLD-2016,1889697,KR571952,"Macrosiphum sp. BOLD-2016 voucher BIOUG09173-B10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.93,555,0.0,514.0
Macrosiphum sp. BOLD-2016,1889697,KR565489,"Macrosiphum sp. BOLD-2016 voucher BIOUG06245-B01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.93,555,0.0,513.0
Macrosiphum sp. BIOUG26183-F03,2180646,MF836978,"Macrosiphum sp. BIOUG26183-F03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.928,554,0.0,513.0
Macrosiphum sp. BIOUG26722-F10,2180647,MF828933,"Macrosiphum sp. BIOUG26722-F10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.928,554,0.0,513.0
Macrosiphum sp. BOLD-2016,1889697,KR570416,"Macrosiphum sp. BOLD-2016 voucher BIOUG09178-F02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.928,554,0.0,513.0
Macrosiphum sp. BOLD-2016,1889697,KR568581,"Macrosiphum sp. BOLD-2016 voucher BIOUG18091-D05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.928,554,0.0,513.0
Macrosiphum sp. BOLD-2016,1889697,KR564291,"Macrosiphum sp. BOLD-2016 voucher BIOUG09175-B11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.926,553,0.0,513.0
Macrosiphum sp. BOLD-2016,1889697,KR562864,"Macrosiphum sp. BOLD-2016 voucher BIOUG09179-C05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.928,554,0.0,513.0
Macrosiphum zionense,1863059,KR572005,"Macrosiphum zionense voucher BIOUG09237-F07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.926,553,0.0,512.0
Macrosiphum sp. BOLD-2016,1889697,KR577237,"Macrosiphum sp. BOLD-2016 voucher BIOUG06358-B11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.928,554,0.0,512.0
Macrosiphum zionense,1863059,KR571203,"Macrosiphum zionense voucher BIOUG09681-A09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.928,554,0.0,512.0
Macrosiphum sp. BOLD-2016,1889697,KR560943,"Macrosiphum sp. BOLD-2016 voucher BIOUG06641-B09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.926,553,0.0,512.0
Macrosiphum sp. BOLD-2016,1889697,KR572276,"Macrosiphum sp. BOLD-2016 voucher BIOUG05834-G09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.928,554,0.0,512.0
Macrosiphum sp. BOLD-2016,1889697,KR583342,"Macrosiphum sp. BOLD-2016 voucher BIOUG08862-H01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,511.0
Macrosiphum sp. BOLD-2016,1889697,KR571434,"Macrosiphum sp. BOLD-2016 voucher BIOUG09178-G09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,511.0
Macrosiphum sp. BIOUG26183-C09,2180640,MF837961,"Macrosiphum sp. BIOUG26183-C09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,510.0
Macrosiphum sp. BIOUG26722-F12,2180648,MF833630,"Macrosiphum sp. BIOUG26722-F12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,510.0
Macrosiphum sp. BOLD-2016,1889697,KR561943,"Macrosiphum sp. BOLD-2016 voucher BIOUG08388-G03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,510.0
Macrosiphum sp. BOLD-2016,1889697,KR562775,"Macrosiphum sp. BOLD-2016 voucher BIOUG09177-D05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,510.0
Macrosiphum sp. BOLD-2016,1889697,KR578586,"Macrosiphum sp. BOLD-2016 voucher BIOUG09179-H10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,510.0
Macrosiphum sp. BOLD-2016,1889697,KR570367,"Macrosiphum sp. BOLD-2016 voucher BIOUG06245-A11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,509.0
Macrosiphum sp. BOLD-2016,1889697,KR571560,"Macrosiphum sp. BOLD-2016 voucher BIOUG06245-E04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,509.0
Macrosiphum sp. BOLD-2016,1889697,KR564032,"Macrosiphum sp. BOLD-2016 voucher BIOUG06252-H01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,509.0
Macrosiphum sp. BOLD-2016,1889697,KR581824,"Macrosiphum sp. BOLD-2016 voucher BIOUG06251-C12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,509.0
Macrosiphum sp. BOLD-2016,1889697,KR570106,"Macrosiphum sp. BOLD-2016 voucher BIOUG09461-D07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,509.0
Macrosiphum sp. BOLD-2016,1889697,KR561390,"Macrosiphum sp. BOLD-2016 voucher BIOUG04446-E01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.923,551,0.0,509.0
Macrosiphum sp. BOLD-2016,1889697,KR581507,"Macrosiphum sp. BOLD-2016 voucher BIOUG06252-D11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.921,550,0.0,508.0
Macrosiphum sp. BOLD-2016,1889697,KR561968,"Macrosiphum sp. BOLD-2016 voucher BIOUG06251-B01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.92,549,0.0,507.0
Macrosiphum sp. BOLD-2016,1889697,KR570926,"Macrosiphum sp. BOLD-2016 voucher BIOUG06391-A07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.915,546,0.0,506.0
Macrosiphum sp. BOLD-2016,1889697,KR567736,"Macrosiphum sp. BOLD-2016 voucher BIOUG09178-C12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.915,546,0.0,505.0
Macrosiphum sp. BOLD-2016,1889697,KR561445,"Macrosiphum sp. BOLD-2016 voucher BIOUG09180-C06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.971,0.915,546,0.0,505.0
Macrosiphum euphorbiae,13131,HQ971295,"Macrosiphum euphorbiae voucher CNC#HEM068385 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,554.0
Macrosiphum euphorbiae,13131,JF883652,"Macrosiphum euphorbiae voucher CNC#HEM070400 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,552.0
Macrosiphum euphorbiae,13131,DQ499036,"Macrosiphum euphorbiae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum sp. BOLD-2016,1889697,KR577761,"Macrosiphum sp. BOLD-2016 voucher BIOUG09179-D10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum sp. BOLD-2016,1889697,KR583033,"Macrosiphum sp. BOLD-2016 voucher 10BBCHEM-0342 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum sp. BIOUG21830-C08,2180619,MF835822,"Macrosiphum sp. BIOUG21830-C08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum gaurae,527749,KR031540,"Macrosiphum gaurae voucher CNC#HEM061500 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum sp. BIOUG21830-D09,2180620,MF838504,"Macrosiphum sp. BIOUG21830-D09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Catamergus fulvae,1655893,KR038728,"Catamergus fulvae voucher CNC#HEM072441 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum euphorbiae,13131,OP373188,"Macrosiphum euphorbiae isolate ME-IARI-DL-1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum euphorbiae,13131,KC008068,"Macrosiphum euphorbiae cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum valerianae,1304392,KR036935,"Macrosiphum valerianae voucher CNC#HEM057642 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum sp. RFBAE652-09,2553826,GU668535,"Macrosiphum sp. RFBAE652-09 voucher CNC#HEM063634 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum euphorbiae,13131,ON929001,"Macrosiphum euphorbiae cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum sp. BOLD-2016,1889697,KR574967,"Macrosiphum sp. BOLD-2016 voucher BIOUG07601-B11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum euphorbiae,13131,KC502575,"Macrosiphum euphorbiae voucher CCDB-08110-C04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum euphorbiae,13131,KY613938,"Macrosiphum euphorbiae isolate Shimla A7 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum valerianae,1304392,KR041292,"Macrosiphum valerianae voucher CNC#HEM057644 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum valerianae,1304392,KR041412,"Macrosiphum valerianae voucher CNC#HEM062501 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum euphorbiae,13131,EU701726,"Macrosiphum euphorbiae voucher CNC#HEM055861 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum euphorbiae,13131,GU978930,"Macrosiphum euphorbiae isolate 030625S34 cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum euphorbiae,13131,GU668394,"Macrosiphum euphorbiae voucher CNC#HEM063886 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum euphorbiae,13131,KR036656,"Macrosiphum euphorbiae voucher CNC#HEM071356 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum valerianae,1304392,HQ971305,"Macrosiphum valerianae voucher CNC#HEM068396 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,551.0
Macrosiphum sp. BOLD-2016,1889697,KR581425,"Macrosiphum sp. BOLD-2016 voucher BIOUG09300-D04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.998,596,0.0,550.0
Macrosiphum euphorbiae,13131,KX631511,"Macrosiphum euphorbiae cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial",0.97,0.998,596,0.0,550.0
Macrosiphum zionense,1863059,KR561705,"Macrosiphum zionense voucher 10BBCHEM-0589 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,1.0,597,0.0,550.0
Macrosiphum valerianae,1304392,KR036352,"Macrosiphum valerianae voucher CNC#HEM057286 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.993,593,0.0,548.0
Catamergus fulvae,1655893,HM416713,"Catamergus fulvae voucher CNC#HEM064256 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.993,593,0.0,547.0
Macrosiphum sp. BOLD-2016,1889697,KR570213,"Macrosiphum sp. BOLD-2016 voucher BIOUG07601-B07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.993,593,0.0,547.0
Macrosiphum euphorbiae,13131,KR041386,"Macrosiphum euphorbiae voucher CNC#HEM057646 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.993,593,0.0,547.0
Macrosiphum sp. BOLD-2016,1889697,KR568024,"Macrosiphum sp. BOLD-2016 voucher BIOUG04396-H01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.993,593,0.0,546.0
Macrosiphum sp. BIOUG26722-G03,2180650,MF834117,"Macrosiphum sp. BIOUG26722-G03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.992,592,0.0,546.0
Macrosiphum euphorbiae,13131,OL711736,"Macrosiphum euphorbiae isolate A21 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.97,0.988,590,0.0,544.0
